start	end	original_text
0.0	43.0	<i>Speaker 1</i>: [[background noise]] Please keep your conversations going don't let me interrupt my name is James [[??]] I work at The Center For Folklife and Cultural Heritage, where I serve as director of cultural heritage policy. In a minute I am going to be joined by Mrs [[??]] who is going to correct me in, she said that was great. I was about to say she was going to correct me in the massacring of her name. She is one of my colleagues here at the Smithsonian Institution at the National Museum of African Art which is just across the way. And by Mr. [[??]] Wong. Would you please welcome Mr. Wong. [[clapping]] Yes please.
43.0	115.0	"And we are going to be talking about diasporas. I was just thinking that when I began um working at the Smithsonian Institution almost 40 years ago as a 26 year old graduate student at Howard University I was invited down to a meeting about the African diaspora. And here I was this young man, this African American I put that in quotations, invited to the very prestigious Smithsonian Institution. The mandate of mandate of which is the increase in the diffusion of knowledge in all of these scholars and they said ""we want you to work with us on the African Diaspora program so I sat up and tried to look very intelligent. I knew that the word diaspora meant dispersion but I did not know how to connect it in any real way, because at that time people talked about the Jewish diaspora but it was not yet a term where everybody was talking about the spread of their cultures around the world and the very deep formal intimate way in which Jewish communities who had been dispersed around the world."
115.0	157.0	Now we have diaspora studies and diaspora scholars and diaspora department and if you put the word diaspora in your google it just pops up everywhere. Well we are going to talk about diaspora and identity. Miss [[??]] works again as community outreach coordinator at the National Museum of African Art and she is originally from Kenya but I want to put that in quotation because we are going to find out is she from Kenya, is she still there, is she here, how does that spread out? Is that a place over there and she's here? Are we living a new kind of sense of identity and reality?
157.0	198.0	And Mr. Raymond Wong who started his group Wong people in 1985 in Chinatown D.C. uh which is one of the hallmarks of inner city culture here in Washington D.C., less than a mile, a nice little walk right up 13th, uh 7th av, uh 7th street here. He is originally from [[??]] Hong Kong I hope I pronounced that appropriate. He came to the United States at one years of age with his mother and his group performs dragon and lion dances at special events and gives free classes in Kung fu and Tai chi to everyone from the homeless to kids to adults to senior citizens.
198.0	223.0	Mr. Wong believes that martial arts teach individuals how the body works, personal strengths and limits, self defense skills and how to use and understand your surroundings. Welcome. Lets start with Miss [[??]] to tell us who you are. Where you were born, what's your relationship is to where you where born and where you are.
223.0	288.944	<i>Speaker 2</i>: Alright. Good afternoon everyone. Thank you so much for having me here. It is great to be here this afternoon. So I am born and raised in Nairobi, Kenya. I came here as an adult to attend a university and I ended up living in Pennsylvania, which is where I went to school and um ended up, I'm trying to , ended up eventually staying and living and working in the U.S. and the question was which, where I place my identity and it's very interesting because I am Kenyan, by you know, my formative years in Nairobi, going to school, going to High School, primary school, working and living in Nairobi and then leaving as an adult to come out for higher education. And, you do
291.0	299.0	<i>Gathoni Kamau</i>: You do become part of the new country that you live in and you embrace it and you become apart of that as well.
299.0	313.0	Um, so, I see myself as African American. I am Kenyan and I am American. In many respects I am, I have both cultures in me.
313.0	322.0	Um, and so, you know I feel in some ways I'm very very Kenyan and in some ways you don't know if that ever goes away because it was from-
322.0	336.0	as your formative years so it is a part of just who you are. Um, and then you know as an adult you embrace your new environment, your new culture, and I am when I go home I am very American.
336.0	349.0	You know to my family and friends who are at home and so you have a duality but at the end I have myself Gathoni who I am as an individual
349.0	360.0	and that is the same regardless of you know, which culture I'm living in and working in. I do live and work here in the U.S and so this is my home.
360.0	365.0	Um, and I also think of Nairobi as home. So I have two homes.
365.0	379.0	<i>James Early</i>: As we, speak with Ms. Kamau and Mr. Wong I want you to be thinking about your identities. Um, what is your diaspora? Um, how do you describe yourself?
379.0	388.0	Um, and I do wanna come back to Ms. Kamau in just a moment on being African American but lets go to Mr. Wong.
388.0	394.0	Mr. Wong tell us when you came here you came with your mother did you have other family here already?
394.0	410.0	<i>Raymond Wong</i>: Okay well Uh, my father, he was actually born in Norfolk, Virginia Uh you know but traditional family, Chinese family, his dad sent him back to China to get a wife.
410.0	412.0	So you see the connection there?
412.0	413.0	"<i>James Early</i>: Back to the dia- 
<i>Raymond Wong</i>: Yes"
413.0	414.0	<i>James Early</i>: Back to the diasporas
414.0	423.0	<i>Raymond Wong</i>: Back to China to get a wife, so he, I guess he got one, he hooked up and uh, a year later I was born,
423.0	436.0	but, uh, back then China did not have open relations with the U.S and people weren't able to leave, and uh, and move about freely as they can now
436.0	445.0	and they really didn't have tourists that wasn't allowed back then. Uh, that was the 19- early 1960s uh 19- late 1950s.
445.0	462.0	So, my mother escaped to Hong Kong as most Chinese and because back then Hong Kong was not under Chinese rules it was under British rule. So I was born in Hong Kong and uh, I guess I'm British.
462.0	465.0	[[laughter]]
465.0	475.0	Yeah. Yeah I didn't think about that. Yeah so I was born in Hong Kong. So, about almost a year later, um, because my father was an American citizen
475.0	486.0	Uh, his grandfather was a well todo Chinese restaurant owner here in Norfolk, Virginia and he was one of the first to open up a Chinese restaurant in Norfolk because
486.0	499.0	back then there weren't that many Chinese uh, around period. So uh, he got a good lawyer and uh, filed the papers, and got, my mom and us both over to the U.S.
499.0	517.0	So I got here about one and a half and have been here ever since. And uh, I guess I regard myself as an American citizen because uh educational wise, financial wise, credit card wise, I have U.S,
517.0	531.0	Yeah, I'm U.S.A. But as far as my Chinese heritage, I try to maintain some of the teachings uh, some of the roots, and some of the practices, that make Chinese people Chinese.
531.0	541.0	So uh, what makes you who you are is not necessarily what government or what country you represent is the way you live and your lifestyle and the background of your family.
541.0	546.0	So I try to maintain and live that as an American citizen of course.
546.0	554.0	<i>James Early</i>: I can't think of a scholar who could have put it in a better theoretical or conceptual way. Culture travels with you no matter what your passport says.
554.0	563.0	How does that come up in your being Kenyan? What are some of the cultural things that even as you describe yourself as an African American,
563.0	579.0	are not historically associated with the evolved historical expressions and ways of knowing and doing of African Americans who came here in the first instance as descendants of of enslaved Africans?
579.0	593.0	<i>Gathoni Kamau</i>: Ok so, I consider myself an African American, a Kenyan American. I'm not historically, you know, African American in the context that you just described
593.0	611.0	but as sharing, you know, part of the culture just the way I live here in America Um, I, it's the little things like my colleague here was speaking about the food that I eat is very Kenyan
611.0	624.0	"you know, or even though, you know, I've lived here so many years there's some things that you say ""I just didn't get it. What was the joke?"" You know? You just don't get some things but um,"
624.0	634.0	I think in that context you almost have to know more of the history or the context in which certain sayings or phrases come from.
634.0	645.0	"Um, and so in that regard you know when I'm in Kenya also I'm like ""What's that?"" It's something new I don't know just because I live here"
645.0	655.162	but um, in terms of being, you know, like your culture is very dominant in us I believe as individuals and so-
657.0	667.0	<i>Gathoni Kamau</i>: It is part of who I am, in my language, in my speech, in the food that I prepare, in dances, listening to music.
667.0	677.0	You kind of end up incorporating everything that you have and looking at the diaspora, the dispersion, it's all over the world.
677.0	690.0	It's almost like we are becoming this one global village, but you have your individual identities, we each have them but the culture that is dominant within us is the one
690.0	700.0	we just immerse and thrive. You know America is special and unique in that it has every culture represented here so,
700.0	710.0	I am looking for a looking for a certain spice I will find it somewhere, you know I will find it here and so, you know I am at home, equally at home as I am in Nairobi.
710.0	719.0	<i>James Early</i>: I think for many African Americans or black Americans of my generation, I'm just shy of 68 years of age,
719.0	728.0	it's a difficult thing I think and even for most of you, we tend to think about our identity based on what we know about our parents,
728.0	733.0	we perhaps knew about our grandparents if we were lucky, what we knew about our great grandparents,
733.0	740.0	and then we tend to place our identity in our actuarial chart of the hopefully 80 or so years that we are going to live.
740.0	751.0	But, check this out. Since the 1965 immigration act, more Africans have come to this country than were brought during the entire period of slavery.
751.0	762.0	There were only approximately a half million enslaved Africans who were brought to the United States. We look alike but fifty, a hundred year from now,
762.0	776.0	two hundred years from now, a short time in history, the culture, the ways of knowing and doing, because culture is alive, it continues to evolve and so this notion of African American has been stretched.
776.0	788.0	Mr. Wong when did you come to Washington, this predominatingly black city, I think still is about fifty one or so percent black, seventy percent black when I came here about forty years ago?
788.0	803.0	<i>Raymond Wong</i>: I arrived around 1958-59, well 58 yeah. I'm not sure if I can remember what it looks like back then but it wasn't that black back then it was some,
803.0	813.0	a lot of Jewish here back then along with the black population. Right after the Martin Luther King riots it became all black.
813.0	824.0	<i>James Early</i>: You started working, when you started working in the community talk to us about who you were working with and what were some of the cultural issues that you encountered.
824.0	835.0	<i>Raymond Wong</i>: Well my father, he opened up a Chinese restaurant because back then either you had  Chinese hand laundry or a Chinese restaurant.
835.0	848.0	So, he managed to get into the restaurant business in the corner of second and Florida avenue northwest and that was black community. So everything was catered to the black community.
848.0	859.0	It was an American restaurant but it had Chinese food. The place was called Jimmy's, Jimmy's a good American name.
859.0	873.0	So, he sold not only Chinese food but soul food, yeah southern food and we were there, he was there what, 1958 uh
873.0	885.0	I think I closed it down, I didn't close it down but I discontinued the food service around 1980, 1995.
885.0	894.0	Alright, I just moved on to other things. But, we served the black community for three or four decades. Yes
894.0	908.0	<i>James Early</i>: What kind of influence did it have on the way that you look at life, your taste, your interests, your sense of self identity in this mix of  Chinese and African Americans?
908.0	911.321	<i>Raymond Wong</i>: Well it just taught me some lessons that
914.0	923.0	<i>Raymond Wong</i>: All people have the same strengths, all people have the same weaknesses, all people experience all things,
923.0	929.0	you just have to get to know them. And the way you get to know them is you have to deal with them on a daily basis.
929.0	940.0	So if me, having to work there, uh, I have to deal with the customers on a daily basis. Uh, I dealt with some really nice people, and I dealt with some really bad people.
940.0	945.0	I dealt with, uh, educated people, I dealt with drug addicts.
945.0	952.0	So, I, even had a gun stuck to my face a few times, for hold-ups several times,
952.0	962.0	and, uh, I made it through that, and, uh, but, uh, you know, you have to get to know the people, whoever they are.
962.0	966.0	And once we get to know them, then you understand.
966.0	976.0	<i>James Early</i>: Have you had the experience of new Chinese immigrants coming who became Chinese citizens, Chinese American citizens?
976.0	983.0	What has been your sense of your identity in relationship to them, are their sense of their identity
983.0	988.0	in relationship to the kinds of history and experience that you come out of?
988.0	998.0	<i>Raymond Wong</i>: Well the Chinese who are coming over now, uh, they come over for opportunity. They come over to start a business, and uh, that's good but
998.0	1003.0	when you move into community and you start a business, is not just about selling something
1003.0	1007.0	or providing a service? It's also about getting to know the people.
1007.0	1014.0	Because if you get to know the people, then your business transactions will be a lot smoother than if you did not know the people,
1014.0	1020.0	because, uh, it's that personal element that's missing that keeps business flowing smoothly.
1020.0	1027.0	So, the--as far as the newer Chinese, the language barrier, that kind of keeps them from interacting with the customers
1027.0	1032.0	"so they just keep it at ""Okay. You want this? Give me this, uh, it's five dollars."" You know?"
1032.0	1034.0	and they just kind of leave it at that,
